cohort_name,estimate,value,diagnostics,source
obesity,Cohort overlap,"Expect high overlap (30-70%) with cohorts for hypertension, dyslipidaemia, and type 2 diabetes, and their corresponding medications (e.g., antihypertensives, statins). Moderate overlap (10-30%) is expected with cohorts for established cardiovascular diseases like heart failure and atrial fibrillation, as well as early-stage chronic kidney disease. Overlap will be lower (less than 15%) with acute events like acute myocardial infarction and ischaemic stroke, and related procedures.",compare_cohorts,gemini-2.5-pro
obesity,Cohort timing,"The diagnosis of obesity will typically predate entry into other cohorts for its complications by 5 to 15 years. For example, obesity is often present for many years before the clinical diagnosis of type 2 diabetes or heart failure. In cases of acute events like a myocardial infarction, the obesity diagnosis will almost always be recorded first.",compare_cohorts,gemini-2.5-pro
obesity,Frequently seen comorbidities,"hypertension, type 2 diabetes, dyslipidaemia, heart failure, atrial fibrillation, ischaemic stroke, acute myocardial infarction, chronic kidney disease stage 1, chronic kidney disease stage 2, and chronic kidney disease stage 3. (These conditions are common as excess adipose tissue promotes insulin resistance, systemic inflammation, and abnormal lipid metabolism, which are central to the development of cardiometabolic and renal diseases.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
obesity,Frequently seen signs and symptoms,"elevated body mass index, increased waist circumference, dyspnoea on exertion, fatigue, joint pain, snoring, acanthosis nigricans, striae distensae, peripheral oedema, and hypertension. (These clinical features arise from the increased mechanical load on the body's systems, such as the joints and respiratory system, and the metabolic consequences of excess fat tissue.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
obesity,Frequently seen medications,"statins, angiotensin-converting enzyme inhibitors, angiotensin receptor blockers, beta blockers, calcium channel blockers, thiazide diuretics, metformin, semaglutide, liraglutide, and orlistat. (These medications are typically prescribed to manage the associated cardiometabolic comorbidities such as hypertension, dyslipidaemia, and type 2 diabetes, or are used directly for weight management.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ckd_stage_1,Clinical description,"Chronic kidney disease (CKD) stage 1 is defined by evidence of kidney damage, such as albuminuria, with a normal or high glomerular filtration rate (GFR ≥ 90 mL/min/1.73 m²). It is most commonly caused by long-standing conditions like diabetes mellitus and hypertension which damage the small blood vessels in the kidneys.",cohort_count,gemini-2.5-pro
ckd_stage_1,Frequency,"Stage 1 CKD is common in the general population, particularly among those with risk factors, but is frequently undiagnosed as it is asymptomatic. Cases are typically identified through opportunistic screening in primary care or specialist settings rather than being a primary reason for presentation.",cohort_count,gemini-2.5-pro
ckd_stage_1,Median age of incident cases,"50 to 65 (The condition is often identified in middle to older age, typically as a result of screening individuals with established risk factors like diabetes or hypertension.)",cohort_characteristics,gemini-2.5-pro
ckd_stage_1,Percentage male,"50% to 60% (A slight male predominance is often observed in the earlier stages of chronic kidney disease, though this can vary across different populations.)",cohort_characteristics,gemini-2.5-pro
ckd_stage_1,Survival at five years,"95% to 99% (Mortality is very low and is comparable to an age-matched general population, with the primary risk being progression to later stages of CKD and development of cardiovascular disease.)",cohort_survival,gemini-2.5-pro
ckd_stage_1,Cohort overlap,"Expect high overlap with cohorts for hypertension (50-70%), type 2 diabetes (30-50%), dyslipidaemia (40-60%), and their associated medications such as acei_arbs (40-60%) and statins (40-60%). Overlap with established cardiovascular diseases like acute myocardial infarction or heart failure will be lower (5-15%), and progression to ckd_stage_2 is common over time.",compare_cohorts,gemini-2.5-pro
ckd_stage_1,Cohort timing,"The diagnosis of causal conditions like hypertension or type 2 diabetes typically precedes the identification of stage 1 CKD by 5-15 years. Consequently, treatment for these conditions also starts before the CKD diagnosis. Progression to ckd_stage_2 and subsequent stages occurs, by definition, after the diagnosis of stage 1.",compare_cohorts,gemini-2.5-pro
ckd_stage_1,Frequently seen comorbidities,"hypertension, type 2 diabetes, dyslipidaemia, obesity, heart failure, atrial fibrillation, acute myocardial infarction, ischaemic stroke, carotid artery disease (These comorbidities are frequently observed as they are the primary causes and risk factors for developing kidney damage, and share common pathophysiological pathways such as vascular disease.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ckd_stage_1,Frequently seen signs and symptoms,"albuminuria, proteinuria, haematuria (Individuals are almost always asymptomatic, with the condition being identified incidentally through urine tests showing protein or blood, or through kidney imaging for other reasons.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ckd_stage_1,Frequently seen medications,"angiotensin-converting enzyme inhibitors, angiotensin ii receptor blockers, statins, beta-blockers, calcium channel blockers, thiazide diuretics, aspirin (These medications are prescribed not for the kidney disease itself at this stage, but to manage the underlying causal conditions like hypertension and diabetes and to reduce overall cardiovascular risk.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ckd_stage_2,Clinical description,"Chronic kidney disease (CKD) stage 2 is characterised by a mild reduction in kidney function (an estimated glomerular filtration rate of 60-89 mL/min/1.73m²) accompanied by evidence of kidney damage, such as albuminuria. The most common causes are type 2 diabetes and hypertension, which lead to progressive damage to the kidney's filtering units.",cohort_count,gemini-2.5-pro
ckd_stage_2,Frequency,"CKD stage 2 is a common condition, though it is frequently undiagnosed as it is usually asymptomatic. Cases can be identified in both primary and secondary care data, typically through routine blood and urine tests for at-risk populations.",cohort_count,gemini-2.5-pro
ckd_stage_2,Median age of incident cases,"55 to 65 (Individuals typically present in middle to older age, as CKD stage 2 often develops as a consequence of long-standing conditions like hypertension and diabetes which become more prevalent with age.)",cohort_characteristics,gemini-2.5-pro
ckd_stage_2,Percentage male,"45% to 55% (The proportion of males and females with CKD stage 2 is often similar, though some studies suggest a slightly higher prevalence in one sex over the other, influenced by regional differences and underlying causes.)",cohort_characteristics,gemini-2.5-pro
ckd_stage_2,Survival at five years,"85% to 95% (Mortality in CKD stage 2 is primarily driven by cardiovascular events rather than kidney failure, and while survival rates are high, they are lower than in an age-matched general population without kidney disease.)",cohort_survival,gemini-2.5-pro
ckd_stage_2,Cohort overlap,"Expect to see very high overlap with hypertension (40-70%), antihypertensive medications (50-75%), type 2 diabetes (30-50%), acei_arbs (40-60%), dyslipidaemia (30-60%), and statins (30-50%). Moderate overlap is expected with obesity (20-40%), aspirin (20-40%), heart_failure (5-15%), and acute_mi (5-15%). Low overlap is expected with ckd_stage_1 or ckd_stage_3 (0-5%) at a single point in time, and very low overlap with other cohorts.",compare_cohorts,gemini-2.5-pro
ckd_stage_2,Cohort timing,"Individuals typically have a diagnosis of hypertension, type 2 diabetes, or obesity 5-15 years before a ckd_stage_2 diagnosis, with corresponding medication use also preceding the ckd diagnosis. A diagnosis of ckd_stage_1 would precede ckd_stage_2. Entry into cohorts for cardiovascular events (e.g. acute_mi, heart_failure) or more advanced ckd stages (ckd_stage_3, ckd_stage_4, ckd_stage_5) would typically occur several years after the ckd_stage_2 diagnosis.",compare_cohorts,gemini-2.5-pro
ckd_stage_2,Frequently seen comorbidities,"the most common comorbidities are hypertension, type 2 diabetes, dyslipidaemia, obesity, heart failure, atrial fibrillation, acute myocardial infarction, ischaemic stroke, carotid artery disease, and valve disorders. (These comorbidities are common as they are either major causes of chronic kidney disease, such as hypertension and type 2 diabetes, or are cardiovascular complications that share the same risk factors and are exacerbated by reduced kidney function.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ckd_stage_2,Frequently seen signs and symptoms,"the most common signs and symptoms are albuminuria, proteinuria, haematuria, elevated serum creatinine, hypertension, fatigue, peripheral oedema, and nocturia. (CKD stage 2 is typically asymptomatic, with diagnosis often made incidentally through laboratory tests showing proteinuria or a persistently reduced estimated glomerular filtration rate.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ckd_stage_2,Frequently seen medications,"the most common medications are angiotensin-converting enzyme inhibitors, angiotensin ii receptor blockers, statins, aspirin, thiazide diuretics, beta-adrenoceptor blocking agents, calcium channel blockers, metformin, and sodium-glucose co-transporter 2 inhibitors. (Medications are prescribed primarily to manage the underlying causes such as diabetes and hypertension, and to reduce cardiovascular risk, which is elevated in people with chronic kidney disease.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ckd_stage_3,Clinical description,"Chronic kidney disease (CKD) stage 3 is characterised by a moderate decrease in kidney function, defined by a glomerular filtration rate (GFR) of 30-59 mL/min/1.73 m². The most common causes are diabetes mellitus and hypertension, which lead to progressive damage to the kidney's filtering units.",cohort_count,gemini-2.5-pro
ckd_stage_3,Frequency,"CKD stage 3 is a common condition, particularly in older adults, and its prevalence is increasing globally. Cases are readily identifiable in primary care, hospital, and insurance claims data through diagnosis codes and laboratory results for estimated GFR.",cohort_count,gemini-2.5-pro
ckd_stage_3,Median age of incident cases,"65 to 75 (The incidence of CKD stage 3 increases sharply with age, with most new diagnoses occurring in individuals over the age of 60.)",cohort_characteristics,gemini-2.5-pro
ckd_stage_3,Percentage male,"45% to 55% (CKD stage 3 affects both sexes, with some studies showing a slight female predominance in prevalence but a higher risk of progression in males.)",cohort_characteristics,gemini-2.5-pro
ckd_stage_3,Survival at five years,"70% to 85% (Mortality is significantly higher than in the general population, primarily due to an increased risk of cardiovascular events rather than progression to end-stage renal disease.)",cohort_survival,gemini-2.5-pro
ckd_stage_3,Cohort overlap,"A very high overlap is expected with hypertension (60-80%), type 2 diabetes (30-50%), and dyslipidemia (50-70%). Moderate overlap is seen with heart failure (15-30%), atrial fibrillation (10-25%), acute myocardial infarction (5-15%), and ischemic stroke (5-15%). Medication cohort overlap will be high for acei_arbs (40-60%) and statins (50-70%), and moderate for beta_blockers (20-40%) and calcium_channel_blockers (20-40%). Overlap with preceding stages (ckd_stage_1, ckd_stage_2) is definitionally 100% at some point in the past, while overlap with the subsequent ckd_stage_4 cohort reflects disease progression over time.",compare_cohorts,gemini-2.5-pro
ckd_stage_3,Cohort timing,"Diagnoses of type 2 diabetes, hypertension, and obesity typically precede the diagnosis of ckd_stage_3 by several years. Cardiovascular events like acute myocardial infarction, and diagnoses like heart failure, often occur concurrently with or after the ckd_stage_3 diagnosis as the disease progresses. Entry into the ckd_stage_4 cohort, by definition, occurs months to years after the initial ckd_stage_3 diagnosis. Use of medications like acei_arbs and statins often starts before or around the time of diagnosis, while medications for complications may start later.",compare_cohorts,gemini-2.5-pro
ckd_stage_3,Frequently seen comorbidities,"hypertension, type 2 diabetes, dyslipidemia, heart failure, obesity, atrial fibrillation, acute myocardial infarction, ischemic stroke, anaemia, peripheral artery disease (These comorbidities are frequently observed as they are the primary causes of CKD (such as diabetes and hypertension) or are consequences of the shared cardiovascular risk factors and the kidney disease itself.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ckd_stage_3,Frequently seen signs and symptoms,"fatigue, oedema, nocturia, decreased urine output, loss of appetite, nausea, muscle cramps, pruritus, hypertension, anaemia (Many individuals are asymptomatic in this stage, but as kidney function declines, symptoms related to fluid retention, waste product accumulation, and hormonal imbalances may appear.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ckd_stage_3,Frequently seen medications,"angiotensin-converting enzyme inhibitors or angiotensin receptor blockers, statins, beta blockers, calcium channel blockers, thiazide diuretics, loop diuretics, aspirin, direct oral anticoagulants, warfarin, phosphate binders (Medications are primarily used to manage underlying conditions like hypertension and diabetes, reduce cardiovascular risk, and treat complications such as fluid overload and anaemia.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ckd_stage_4,Clinical description,"Chronic kidney disease stage 4 is a severe reduction in kidney function, defined by a glomerular filtration rate of 15-29 ml/min/1.73m^2. It is most commonly caused by long-term conditions such as diabetes and hypertension which damage the small blood vessels in the kidneys.",cohort_count,gemini-2.5-pro
ckd_stage_4,Frequency,Stage 4 chronic kidney disease is less common than earlier stages but represents a significant burden of illness and is usually managed in specialist care. Cases are readily identifiable in both primary and hospital care data through diagnostic codes and laboratory test results.,cohort_count,gemini-2.5-pro
ckd_stage_4,Median age of incident cases,"70 to 80 (The incidence of chronic kidney disease increases substantially with age, so individuals typically present in their seventh or eighth decade of life.)",cohort_characteristics,gemini-2.5-pro
ckd_stage_4,Percentage male,"50% to 60% (There is often a slight male predominance in cohorts with chronic kidney disease, although this can vary depending on the underlying cause and population.)",cohort_characteristics,gemini-2.5-pro
ckd_stage_4,Survival at five years,40% to 55% (Mortality is high due to the progressive nature of the disease and the very high risk of cardiovascular events and infections.),cohort_survival,gemini-2.5-pro
ckd_stage_4,Cohort overlap,"Expect very high overlap with hypertension (80-95%), type 2 diabetes (40-60%), dyslipidaemia (70-90%), and the associated medications such as antihypertensives (80-95%) and statins (70-90%). Overlap with other cardiovascular conditions like heart failure (30-50%) and atrial fibrillation (20-40%) will also be substantial.",compare_cohorts,gemini-2.5-pro
ckd_stage_4,Cohort timing,"Diagnoses of risk factors like hypertension, type 2 diabetes, and obesity, and earlier chronic kidney disease stages (stage 1-3), will almost always precede the stage 4 diagnosis, often by 5-15 years. Cardiovascular events like acute myocardial infarction or heart failure can occur either before or after, but risk increases significantly as kidney function declines; progression to chronic kidney disease stage 5 will always occur after the stage 4 diagnosis.",compare_cohorts,gemini-2.5-pro
ckd_stage_4,Frequently seen comorbidities,"hypertension, type 2 diabetes, dyslipidaemia, heart failure, obesity, atrial fibrillation, acute myocardial infarction, ischemic stroke, valve disorder excluding endocarditis, and carotid artery disease are all frequently seen. (These comorbidities are common as they are both major causes and consequences of chronic kidney disease, reflecting a strong link with cardiovascular and metabolic dysfunction.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ckd_stage_4,Frequently seen signs and symptoms,"anaemia, fatigue, oedema, nausea, pruritus, hyperkalaemia, metabolic acidosis, hyperphosphataemia, uraemia, and anorexia are all frequently seen. (These signs and symptoms arise from the kidneys' diminished ability to excrete waste products, regulate fluid and electrolyte balance, and produce hormones.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ckd_stage_4,Frequently seen medications,"antihypertensive, angiotensin-converting enzyme inhibitors or angiotensin receptor blockers, statins, beta blockers, calcium channel blockers, anticoagulants, aspirin, thiazide diuretics, direct oral anticoagulants, and warfarin are all frequently used. (This medication profile reflects the management of common underlying causes like hypertension and the high cardiovascular risk associated with severe chronic kidney disease.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ckd_stage_5,Clinical description,"Chronic kidney disease stage 5, also known as end-stage renal disease, represents a near-complete or complete loss of kidney function, with a glomerular filtration rate below 15 mL/min/1.73 m². It is most commonly caused by long-term damage from conditions such as diabetes and hypertension.",cohort_count,gemini-2.5-pro
ckd_stage_5,Frequency,"this is the least common stage of chronic kidney disease but cases are readily identifiable in secondary and tertiary care data, such as hospital records and renal registries, but are less likely to be found in primary care data prior to referral.",cohort_count,gemini-2.5-pro
ckd_stage_5,Median age of incident cases,"60 to 70 (The onset of end-stage renal disease typically occurs in older adults, reflecting the long-term, progressive nature of the underlying causative diseases.)",cohort_characteristics,gemini-2.5-pro
ckd_stage_5,Percentage male,"55% to 65% (There is a slight male predominance, as men tend to have a higher risk and faster progression of chronic kidney disease.)",cohort_characteristics,gemini-2.5-pro
ckd_stage_5,Survival at five years,"35% to 45% (Mortality is extremely high, with survival being critically dependent on receiving renal replacement therapy in the form of dialysis or a kidney transplant.)",cohort_survival,gemini-2.5-pro
ckd_stage_5,Cohort overlap,"Expect very high overlap with hypertension (80-95%) and antihypertensive medications (80-95%), and high overlap with type 2 diabetes (40-60%) and anti-dyslipidaemia medications (40-60%); overlap with cohorts for heart failure, atrial fibrillation and acute myocardial infarction will be substantial (20-50%), while all patients will have a history of ckd stages 1 to 4.",compare_cohorts,gemini-2.5-pro
ckd_stage_5,Cohort timing,"Diagnoses of causal conditions like hypertension and type 2 diabetes typically precede a ckd stage 5 diagnosis by 5-20 years, with a sequential progression through ckd stages 1 to 4 in the intervening years; cardiovascular events such as heart failure or acute myocardial infarction often occur in the 1-5 years leading up to the ckd stage 5 diagnosis.",compare_cohorts,gemini-2.5-pro
ckd_stage_5,Frequently seen comorbidities,"hypertension, type 2 diabetes, heart failure, dyslipidemia, atrial fibrillation, acute myocardial infarction, ischemic stroke, obesity, valve disorder excluding endocarditis, and carotid artery disease are all common. (These conditions are frequently observed as they are either primary causes of kidney failure, such as diabetes and hypertension, or are direct cardiovascular consequences of the disease.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ckd_stage_5,Frequently seen signs and symptoms,"uraemia, oedema, fatigue, hypertension, anaemia, nausea, pruritus, dyspnoea, confusion, and hyperkalaemia are all common. (These clinical features develop due to the body's inability to excrete waste products, maintain fluid and electrolyte balance, and produce essential hormones.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
ckd_stage_5,Frequently seen medications,"antihypertensive agents, statins, beta blockers, calcium channel blockers, anticoagulants, aspirin, direct oral anticoagulants, warfarin, thiazide diuretics, and other anti-dyslipidaemia agents are all common. (This extensive medication use is required to manage the numerous complications of end-stage renal disease, including fluid overload, hypertension, cardiovascular disease, and anaemia.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
coronary_artery_bypass_graft,Clinical description,"Coronary artery bypass graft is a surgical procedure to restore normal blood flow to an obstructed coronary artery. It is performed to treat coronary artery disease, which is caused by the build-up of atherosclerotic plaques in the arteries supplying the heart.",cohort_count,gemini-2.5-pro
coronary_artery_bypass_graft,Frequency,"Coronary artery bypass graft is a common cardiac surgical procedure, so cases will be readily identifiable in secondary care and hospital administrative data, but less so in primary care data.",cohort_count,gemini-2.5-pro
coronary_artery_bypass_graft,Median age of incident cases,"65 to 75 (The procedure is most commonly performed on older individuals, typically in their late 60s, reflecting the progressive nature of coronary artery disease.)",cohort_characteristics,gemini-2.5-pro
coronary_artery_bypass_graft,Percentage male,"70% to 85% (A significant majority of individuals undergoing this procedure are male, consistent with the higher prevalence of severe coronary artery disease in men.)",cohort_characteristics,gemini-2.5-pro
coronary_artery_bypass_graft,Survival at five years,"85% to 95% (Post-operative survival is generally high, although long-term mortality is influenced by the underlying cardiovascular disease, graft patency, and patient comorbidities.)",cohort_survival,gemini-2.5-pro
coronary_artery_bypass_graft,Cohort overlap,"High overlap (70-95%) is expected with hypertension, dyslipidaemia, statin, aspirin, and beta_blockers; moderate overlap (20-60%) with acute_mi, percutaneous_coronary_intervention, heart_failure, type_2_diabetes, and acei_arbs; and lower overlap (<20%) with the remaining cohorts.",compare_cohorts,gemini-2.5-pro
coronary_artery_bypass_graft,Cohort timing,"Entry into cohorts for risk factors like hypertension and dyslipidaemia, and their associated medications, will typically predate the coronary artery bypass graft by 5-20 years, while entry into an acute_mi cohort may occur shortly before the procedure.",compare_cohorts,gemini-2.5-pro
coronary_artery_bypass_graft,Frequently seen comorbidities,"the most common comorbidities are hypertension, dyslipidaemia, type 2 diabetes mellitus, acute myocardial infarction, heart failure, atrial fibrillation, chronic kidney disease, obesity, and peripheral arterial disease. (These comorbidities are frequently observed as they are either major risk factors for the development of severe coronary artery disease or are consequences of it.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
coronary_artery_bypass_graft,Frequently seen signs and symptoms,"the most common signs and symptoms are angina pectoris, dyspnoea, fatigue, syncope, palpitations, peripheral oedema, and diaphoresis. (These signs and symptoms are manifestations of myocardial ischaemia and reduced cardiac function resulting from severe coronary artery stenosis.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
coronary_artery_bypass_graft,Frequently seen medications,"the most common medications are statins, aspirin, beta-blockers, angiotensin-converting enzyme inhibitors, angiotensin receptor blockers, and p2y12 inhibitors. (These medications are fundamental for managing the underlying atherosclerotic disease, preventing thrombosis, and reducing cardiac workload both before and after surgery.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
endovascular_thrombectomy,Clinical description,"Endovascular thrombectomy is a minimally invasive procedure to remove a blood clot from a large cerebral artery, performed for acute ischaemic stroke. The stroke is typically caused by a thromboembolism, where a clot forms elsewhere in the body, such as the heart or carotid arteries, and travels to obstruct blood flow in the brain.",cohort_count,gemini-2.5-pro
endovascular_thrombectomy,Frequency,"This is a highly specialised emergency procedure for a specific subset of ischaemic stroke patients (large vessel occlusion), and is therefore relatively uncommon. Cases will be robustly captured in hospital-based data sources like electronic health records and administrative claims, but are unlikely to be identified in primary care data.",cohort_count,gemini-2.5-pro
endovascular_thrombectomy,Median age of incident cases,"68 to 74 (The procedure is for acute ischaemic stroke, a condition with incidence that increases sharply with age, so patients are typically older adults.)",cohort_characteristics,gemini-2.5-pro
endovascular_thrombectomy,Percentage male,"48% to 56% (Ischaemic stroke affects both sexes, although a slight male predominance is often observed in clinical trials for this procedure.)",cohort_characteristics,gemini-2.5-pro
endovascular_thrombectomy,Survival at five years,"40% to 55% (Despite the effectiveness of the procedure, five-year survival is poor due to the severity of the initial stroke and the high burden of underlying cardiovascular disease.)",cohort_survival,gemini-2.5-pro
endovascular_thrombectomy,Cohort overlap,"Expect 100% overlap with ischaemic stroke. High overlap is expected with hypertension (60-80%), dyslipidaemia (40-60%), and atrial fibrillation (30-50%), and consequently with their respective medications such as antihypertensives, statins, and anticoagulants. Significant overlap (40-70%) is seen with thrombolytics as this is often a bridging therapy, and moderate overlap with conditions like type 2 diabetes (20-40%) and carotid artery disease (20-40%).",compare_cohorts,gemini-2.5-pro
endovascular_thrombectomy,Cohort timing,"Entry into the endovascular thrombectomy cohort will be simultaneous with the ischaemic stroke cohort (within hours). Entry into cohorts for chronic comorbidities (e.g., hypertension, atrial fibrillation, type 2 diabetes) and their associated long-term medications will typically predate the thrombectomy by several years. The thrombolytics cohort will be entered immediately before (minutes to hours) the thrombectomy procedure.",compare_cohorts,gemini-2.5-pro
endovascular_thrombectomy,Frequently seen comorbidities,"hypertension, atrial fibrillation, dyslipidaemia, type 2 diabetes, carotid artery disease, heart failure, acute myocardial infarction, chronic kidney disease, obesity, and valve disorder excluding endocarditis. (These comorbidities are established risk factors for atherosclerosis and cardioembolism, which are the primary underlying causes of the large vessel occlusion stroke treated by thrombectomy.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
endovascular_thrombectomy,Frequently seen signs and symptoms,"hemiparesis, hemiplegia, aphasia, dysarthria, facial droop, visual field defect, neglect, ataxia, vertigo, and altered level of consciousness. (These focal neurological deficits are direct consequences of ischaemia in the specific brain territories supplied by the occluded artery.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
endovascular_thrombectomy,Frequently seen medications,"statin, aspirin, antihypertensive, p2y12 inhibitors, direct oral anticoagulants, warfarin, thrombolytics, beta-blockers, ace inhibitors or angiotensin receptor blockers, and calcium channel blockers. (Patients are frequently prescribed these medications for the management of cardiovascular risk factors and for secondary prevention of stroke.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
percutaneous_coronary_intervention,Clinical description,"Percutaneous coronary intervention is a minimally invasive procedure to open blocked or narrowed coronary arteries, which are most commonly affected by the build-up of cholesterol-laden plaques, a condition known as atherosclerosis.",cohort_count,gemini-2.5-pro
percutaneous_coronary_intervention,Frequency,"This is a very common procedure performed in hospitals for both emergency treatment of heart attacks and elective treatment of stable coronary artery disease, so it should be well-captured in hospital episode and claims data.",cohort_count,gemini-2.5-pro
percutaneous_coronary_intervention,Median age of incident cases,"60 to 70 (The procedure is most frequently performed in older adults, reflecting the progressive nature of atherosclerosis which develops over a lifetime.)",cohort_characteristics,gemini-2.5-pro
percutaneous_coronary_intervention,Percentage male,"65% to 80% (Coronary artery disease typically manifests earlier in men than in women, leading to a higher proportion of males undergoing the procedure.)",cohort_characteristics,gemini-2.5-pro
percutaneous_coronary_intervention,Survival at five years,"85% to 95% (Survival following percutaneous coronary intervention is generally high, but is heavily influenced by the clinical reason for the procedure (e.g., stable angina versus acute myocardial infarction) and patient comorbidities.)",cohort_survival,gemini-2.5-pro
percutaneous_coronary_intervention,Cohort overlap,"Very high overlap (80-100%) is expected with cohorts for dyslipidaemia, hypertension, and medications like anti_dyslipidaemia (especially statin), aspirin, and p2y12_inhibitors; high overlap (60-80%) is expected with acute_mi; moderate overlap (20-50%) is expected with type_2_diabetes, chronic kidney disease (ckd_stage_1 to ckd_stage_5), and heart_failure; and lower overlap (5-20%) is expected with prior coronary_artery_bypass_graft and other atherosclerotic diseases like cartoid_artery_disease and ischemic_stroke.",compare_cohorts,gemini-2.5-pro
percutaneous_coronary_intervention,Cohort timing,"Entry into cohorts for chronic risk factors like hypertension, dyslipidaemia, and type_2_diabetes, and their associated medications, typically precedes the percutaneous coronary intervention by years, whereas entry into an acute_mi cohort occurs at the same time, and entry into cohorts for specific post-procedure medications like p2y12_inhibitors begins on the day of the procedure.",compare_cohorts,gemini-2.5-pro
percutaneous_coronary_intervention,Frequently seen comorbidities,"hypertension, dyslipidaemia, type 2 diabetes mellitus, chronic kidney disease, obesity, acute myocardial infarction, heart failure, atrial fibrillation, peripheral artery disease, previous ischaemic stroke (These conditions are frequently observed as they either share common risk factors with, or are direct consequences of, the underlying systemic atherosclerosis that necessitates the procedure.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
percutaneous_coronary_intervention,Frequently seen signs and symptoms,"angina pectoris, dyspnoea, diaphoresis, nausea, palpitations, syncope, fatigue, left arm pain, jaw pain, back pain (These are characteristic signs and symptoms of myocardial ischaemia, which occurs when the heart muscle is deprived of adequate oxygen due to reduced blood flow through the narrowed coronary arteries.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
percutaneous_coronary_intervention,Frequently seen medications,"aspirin, clopidogrel, ticagrelor, prasugrel, atorvastatin, rosuvastatin, bisoprolol, ramipril, candesartan, glycoprotein IIb/IIIa inhibitors (This combination of antiplatelet, lipid-lowering, and antihypertensive medications is standard for preventing stent thrombosis, managing cardiovascular risk factors, and reducing cardiac workload after the procedure.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
stenting_extracranial,Clinical description,"Extracranial stenting is a minimally invasive procedure to treat carotid artery stenosis, a narrowing of the major arteries in the neck that supply blood to the brain. The procedure is performed to reduce the risk of ischaemic stroke caused by atherosclerosis, where plaques build up in the artery wall, potentially leading to thrombosis or embolism.",cohort_count,gemini-2.5-pro
stenting_extracranial,Frequency,"this is a specialised procedure for severe symptomatic or asymptomatic carotid stenosis, so it is not common in the general population but should be well-captured in hospital procedural data; it is less likely to be seen in primary care data.",cohort_count,gemini-2.5-pro
stenting_extracranial,Median age of incident cases,"65 to 75 (The procedure is typically performed in older adults, as significant atherosclerotic disease requiring intervention usually takes decades to develop.)",cohort_characteristics,gemini-2.5-pro
stenting_extracranial,Percentage male,"55% to 70% (Atherosclerotic cardiovascular disease, the underlying cause for the stenosis, is more prevalent and often presents earlier in males than in females.)",cohort_characteristics,gemini-2.5-pro
stenting_extracranial,Survival at five years,"80% to 90% (While periprocedural mortality is low, long-term survival is influenced by the patient's overall cardiovascular health and the presence of significant comorbidities.)",cohort_survival,gemini-2.5-pro
stenting_extracranial,Cohort overlap,"A very high overlap (80-100%) is expected with carotid artery disease, anti_dyslipidaemia medications, antihypertensives, aspirin and P2Y12 inhibitors; a high overlap (40-80%) with hypertension and dyslipidaemia; a moderate overlap (10-40%) with ischaemic stroke, type 2 diabetes, atrial fibrillation, and acute myocardial infarction; and a very low overlap (<5%) with thromboendarterectomy as it is an alternative procedure.",compare_cohorts,gemini-2.5-pro
stenting_extracranial,Cohort timing,"Diagnoses of risk factors such as hypertension, dyslipidaemia, and type 2 diabetes typically precede the stenting procedure by many years, while an ischaemic stroke often occurs days or weeks before the procedure, acting as the trigger for intervention; medications for secondary prevention are usually initiated around the time of the procedure or an associated clinical event.",compare_cohorts,gemini-2.5-pro
